survey,country,year,Other_Surveys,Completion_DHS_MICS,Completion_DHS_MICS_Note,OutOfSchool_DHS_MICS,DHS_MICS_Note
PISA,Finland,2012,GEM Report calculations for all categories,,,,
PISA,Finland,2015,GEM Report calculations for all categories,,,,
PISA,France,2000,GEM Report calculations for all categories,,,,
PISA,France,2003,GEM Report calculations for all categories,,,,
PISA,France,2006,GEM Report calculations for all categories,,,,
PISA,France,2009,GEM Report calculations for all categories,,,,
PISA,France,2012,GEM Report calculations for all categories,,,,
PISA,France,2015,GEM Report calculations for all categories,,,,
PISA,Georgia,2009,GEM Report calculations for all categories,,,,
PISA,Georgia,2015,GEM Report calculations for all categories,,,,
PISA,Germany,2000,GEM Report calculations for all categories,,,,
PISA,Germany,2003,GEM Report calculations for all categories,,,,
PISA,Germany,2006,GEM Report calculations for all categories,,,,
PISA,Germany,2009,GEM Report calculations for all categories,,,,
PISA,Germany,2012,GEM Report calculations for all categories,,,,
PISA,Germany,2015,GEM Report calculations for all categories,,,,
PISA,Greece,2000,GEM Report calculations for all categories,,,,
PISA,Greece,2003,GEM Report calculations for all categories,,,,
PISA,Greece,2006,GEM Report calculations for all categories,,,,
PISA,Greece,2009,GEM Report calculations for all categories,,,,
PISA,Greece,2012,GEM Report calculations for all categories,,,,
PISA,Greece,2015,GEM Report calculations for all categories,,,,
PISA,Hungary,2000,GEM Report calculations for all categories,,,,
PISA,Hungary,2003,GEM Report calculations for all categories,,,,
PISA,Hungary,2006,GEM Report calculations for all categories,,,,
PISA,Hungary,2009,GEM Report calculations for all categories,,,,
PISA,Hungary,2012,GEM Report calculations for all categories,,,,
PISA,Hungary,2015,GEM Report calculations for all categories,,,,
PISA,Iceland,2000,GEM Report calculations for all categories,,,,
PISA,Iceland,2003,GEM Report calculations for all categories,,,,
PISA,Iceland,2006,GEM Report calculations for all categories,,,,
PISA,Iceland,2009,GEM Report calculations for all categories,,,,
PISA,Iceland,2012,GEM Report calculations for all categories,,,,
PISA,Iceland,2015,GEM Report calculations for all categories,,,,
PISA,Indonesia,2000,GEM Report calculations for all categories,,,,
PISA,Indonesia,2003,GEM Report calculations for all categories,,,,
PISA,Indonesia,2006,GEM Report calculations for all categories,,,,
PISA,Indonesia,2009,GEM Report calculations for all categories,,,,
PISA,Indonesia,2012,GEM Report calculations for all categories,,,,
PISA,Indonesia,2015,GEM Report calculations for all categories,,,,
PISA,Ireland,2000,GEM Report calculations for all categories,,,,
PISA,Ireland,2003,GEM Report calculations for all categories,,,,
PISA,Ireland,2006,GEM Report calculations for all categories,,,,
PISA,Ireland,2009,GEM Report calculations for all categories,,,,
PISA,Ireland,2012,GEM Report calculations for all categories,,,,
PISA,Ireland,2015,GEM Report calculations for all categories,,,,
PISA,Israel,2000,GEM Report calculations for all categories,,,,
PISA,Israel,2006,GEM Report calculations for all categories,,,,
PISA,Israel,2009,GEM Report calculations for all categories,,,,
PISA,Israel,2012,GEM Report calculations for all categories,,,,
PISA,Israel,2015,GEM Report calculations for all categories,,,,
PISA,Italy,2000,GEM Report calculations for all categories,,,,
PISA,Italy,2003,GEM Report calculations for all categories,,,,
PISA,Italy,2006,GEM Report calculations for all categories,,,,
PISA,Italy,2009,GEM Report calculations for all categories,,,,
PISA,Italy,2012,GEM Report calculations for all categories,,,,
PISA,Italy,2015,GEM Report calculations for all categories,,,,
PISA,Japan,2000,GEM Report calculations for all categories,,,,
PISA,Japan,2003,GEM Report calculations for all categories,,,,
PISA,Japan,2006,GEM Report calculations for all categories,,,,
PISA,Japan,2009,GEM Report calculations for all categories,,,,
PISA,Japan,2012,GEM Report calculations for all categories,,,,
PISA,Japan,2015,GEM Report calculations for all categories,,,,
PISA,Jordan,2006,GEM Report calculations for all categories,,,,
PISA,Jordan,2009,GEM Report calculations for all categories,,,,
PISA,Jordan,2012,GEM Report calculations for all categories,,,,
PISA,Jordan,2015,GEM Report calculations for all categories,,,,
PISA,Kazakhstan,2009,GEM Report calculations for all categories,,,,
PISA,Kazakhstan,2012,GEM Report calculations for all categories,,,,
PISA,Kyrgyzstan,2006,GEM Report calculations for all categories,,,,
PISA,Kyrgyzstan,2009,GEM Report calculations for all categories,,,,
PISA,Latvia,2000,GEM Report calculations for all categories,,,,
PISA,Latvia,2003,GEM Report calculations for all categories,,,,
PISA,Latvia,2006,GEM Report calculations for all categories,,,,
PISA,Latvia,2009,GEM Report calculations for all categories,,,,
PISA,Latvia,2012,GEM Report calculations for all categories,,,,
PISA,Latvia,2015,GEM Report calculations for all categories,,,,
PISA,Lebanon,2015,GEM Report calculations for all categories,,,,
PISA,Liechtenstein,2000,GEM Report calculations for all categories,,,,
PISA,Liechtenstein,2003,GEM Report calculations for all categories,,,,
PISA,Liechtenstein,2006,GEM Report calculations for all categories,,,,
PISA,Liechtenstein,2009,GEM Report calculations for all categories,,,,
PISA,Liechtenstein,2012,GEM Report calculations for all categories,,,,
PISA,Lithuania,2006,GEM Report calculations for all categories,,,,
PISA,Lithuania,2009,GEM Report calculations for all categories,,,,
PISA,Lithuania,2012,GEM Report calculations for all categories,,,,
PISA,Lithuania,2015,GEM Report calculations for all categories,,,,
PISA,Luxembourg,2000,GEM Report calculations for all categories,,,,
PISA,Luxembourg,2003,GEM Report calculations for all categories,,,,
PISA,Luxembourg,2006,GEM Report calculations for all categories,,,,
PISA,Luxembourg,2009,GEM Report calculations for all categories,,,,
PISA,Luxembourg,2012,GEM Report calculations for all categories,,,,
PISA,Luxembourg,2015,GEM Report calculations for all categories,,,,
PISA,"Macao, China",2012,GEM Report calculations for all categories,,,,
PISA,"Macao, China",2015,GEM Report calculations for all categories,,,,
PISA,Malaysia,2009,GEM Report calculations for all categories,,,,
PISA,Malaysia,2012,GEM Report calculations for all categories,,,,
PISA,Malta,2009,GEM Report calculations for all categories,,,,
PISA,Malta,2015,GEM Report calculations for all categories,,,,
PISA,Mauritius,2009,GEM Report calculations for all categories,,,,
PISA,Mexico,2000,GEM Report calculations for all categories,,,,
PISA,Mexico,2003,GEM Report calculations for all categories,,,,
PISA,Mexico,2006,GEM Report calculations for all categories,,,,
PISA,Mexico,2009,GEM Report calculations for all categories,,,,
PISA,Mexico,2012,GEM Report calculations for all categories,,,,
PISA,Mexico,2015,GEM Report calculations for all categories,,,,
PISA,Montenegro,2006,GEM Report calculations for all categories,,,,
PISA,Montenegro,2009,GEM Report calculations for all categories,,,,
PISA,Montenegro,2012,GEM Report calculations for all categories,,,,
PISA,Montenegro,2015,GEM Report calculations for all categories,,,,
PISA,Netherlands,2000,GEM Report calculations for all categories,,,,
PISA,Netherlands,2003,GEM Report calculations for all categories,,,,
PISA,Netherlands,2006,GEM Report calculations for all categories,,,,
PISA,Netherlands,2009,GEM Report calculations for all categories,,,,
PISA,Netherlands,2012,GEM Report calculations for all categories,,,,
PISA,Netherlands,2015,GEM Report calculations for all categories,,,,
PISA,New Zealand,2000,GEM Report calculations for all categories,,,,
PISA,New Zealand,2003,GEM Report calculations for all categories,,,,
PISA,New Zealand,2006,GEM Report calculations for all categories,,,,
PISA,New Zealand,2009,GEM Report calculations for all categories,,,,
PISA,New Zealand,2012,GEM Report calculations for all categories,,,,
PISA,New Zealand,2015,GEM Report calculations for all categories,,,,
PISA,Norway,2000,GEM Report calculations for all categories,,,,
PISA,Norway,2003,GEM Report calculations for all categories,,,,
PISA,Norway,2006,GEM Report calculations for all categories,,,,
PISA,Norway,2009,GEM Report calculations for all categories,,,,
PISA,Norway,2012,GEM Report calculations for all categories,,,,
PISA,Norway,2015,GEM Report calculations for all categories,,,,
PISA,Panama,2009,GEM Report calculations for all categories,,,,
PISA,Peru,2000,GEM Report calculations for all categories,,,,
PISA,Peru,2009,GEM Report calculations for all categories,,,,
PISA,Peru,2012,GEM Report calculations for all categories,,,,
PISA,Peru,2015,GEM Report calculations for all categories,,,,
PISA,Poland,2000,GEM Report calculations for all categories,,,,
PISA,Poland,2003,GEM Report calculations for all categories,,,,
PISA,Poland,2006,GEM Report calculations for all categories,,,,
PISA,Poland,2009,GEM Report calculations for all categories,,,,
PISA,Poland,2012,GEM Report calculations for all categories,,,,
PISA,Poland,2015,GEM Report calculations for all categories,,,,
PISA,Portugal,2000,GEM Report calculations for all categories,,,,
PISA,Portugal,2003,GEM Report calculations for all categories,,,,
PISA,Portugal,2006,GEM Report calculations for all categories,,,,
PISA,Portugal,2009,GEM Report calculations for all categories,,,,
PISA,Portugal,2012,GEM Report calculations for all categories,,,,
PISA,Portugal,2015,GEM Report calculations for all categories,,,,
PISA,Qatar,2006,GEM Report calculations for all categories,,,,
PISA,Qatar,2009,GEM Report calculations for all categories,,,,
PISA,Qatar,2012,GEM Report calculations for all categories,,,,
PISA,Qatar,2015,GEM Report calculations for all categories,,,,
PISA,Rep. Moldova,2009,GEM Report calculations for all categories,,,,
PISA,Rep. Moldova,2015,GEM Report calculations for all categories,,,,
